WER,BLEU,diff_ref_hyp,diff_hyp_ref,reference,hypothese,id
0.0,1.0,,,offensichtlich gehen die zuständigen stellen des kantons bern schon heute weiter als hier von gewissen interessengemeinschaften postuliert wird,offensichtlich gehen die zuständigen stellen des kantons bern schon heute weiter als hier von gewissen interessengemeinschaften postuliert wird,212  4d1d7ffb-76cd-41b5-93e2-9e36a3471200
0.0,1.0,,,in anderen kantonen hat man bereits anpassungen realisiert die dieser tatsache gerecht werden,in anderen kantonen hat man bereits anpassungen realisiert die dieser tatsache gerecht werden,1223  0bce4d85-d6d8-4c95-8a82-8153fd5fa602
0.0,1.0,,,gewisse fragen bezüglich der effektiven kosten und der definitiven umsetzung sind im moment noch offen,gewisse fragen bezüglich der effektiven kosten und der definitiven umsetzung sind im moment noch offen,3251  0a325d51-3a9c-40d4-bda0-f5fb725ddbc8
0.0,1.0,,,sie kamen zum schluss dass keine verfolgung vorliegt und diese personen im heimatland sicher sind,sie kamen zum schluss dass keine verfolgung vorliegt und diese personen im heimatland sicher sind,1166  7c4337de-4bd1-48d0-a89e-5b6edcd93747
0.0,1.0,,,die svpfraktion hat sich in allen punkten grossmehrheitlich wie die regierung ausgesprochen,die svpfraktion hat sich in allen punkten grossmehrheitlich wie die regierung ausgesprochen,2040  ccb6ce8a-7586-489c-9bd9-42576a394cfc
0.0,1.0,,,in ländlichen regionen ist es einfacher den einsatzplan zu erstellen und die anlagen zu reinigen,in ländlichen regionen ist es einfacher den einsatzplan zu erstellen und die anlagen zu reinigen,1691  747113ea-5075-4bc1-8662-d0d50a1ae678
0.0,1.0,,,der flughafen basel ist von dieser abgabe aber nicht betroffen weil er nicht auf schweizer boden ist,der flughafen basel ist von dieser abgabe aber nicht betroffen weil er nicht auf schweizer boden ist,740  a6e55041-a060-49f0-9e81-13107a33cfbf
0.0,1.0,,,wir sind überzeugt dass die vereinbarkeit von beruf und familie wichtig ist für uns alle,wir sind überzeugt dass die vereinbarkeit von beruf und familie wichtig ist für uns alle,1679  5fdea61f-03c3-4852-bcf4-4cf78d015790
0.0,1.0,,,die bak beantragt ihnen mit 13 zu 0 stimmen bei 3 enthaltungen die erklärung wie sie hier vorliegt zu beschliessen,die bak beantragt ihnen mit 13 zu 0 stimmen bei 3 enthaltungen die erklärung wie sie hier vorliegt zu beschliessen,2660  7400f43d-fc6f-4291-af43-df6b437b16a3
0.0,1.0,,,die svpfraktion wird dem vorliegenden verpflichtungskredit einstimmig zustimmen,die svpfraktion wird dem vorliegenden verpflichtungskredit einstimmig zustimmen,391  8db48600-c0a0-410c-9285-7054a96bfefe
0.0,1.0,,,der regierungsrat zeigt in seiner ausführlichen antwort detailliert auf welche stellen bereits heute involviert sind,der regierungsrat zeigt in seiner ausführlichen antwort detailliert auf welche stellen bereits heute involviert sind,1872  70bb5421-697c-47fc-b0c3-02ad7c16119a
0.0,1.0,,,die fdp kann die argumentation der regierung nachvollziehen und lehnt die motion ab,die fdp kann die argumentation der regierung nachvollziehen und lehnt die motion ab,1738  fd95a1ff-1012-4f39-862e-1ab64cc7ba9d
0.0,1.0,,,der angebotsbeschluss beziehungsweise die änderungen haben keine mehrkosten zur folge,der angebotsbeschluss beziehungsweise die änderungen haben keine mehrkosten zur folge,1233  c44b06fd-b78f-40d3-b351-6ac97bbcb43c
0.0,1.0,,,dafür sind die einzelnen fachgesellschaften und kliniken in der verantwortung,dafür sind die einzelnen fachgesellschaften und kliniken in der verantwortung,1956  071db3bc-ffa5-4eab-915d-2f1bb00960ab
0.0,1.0,,,es sind drei private schulen die sich im gegenzug auch bereit erklären die leistungsvereinbarung mit dem kanton zu unterschreiben,es sind drei private schulen die sich im gegenzug auch bereit erklären die leistungsvereinbarung mit dem kanton zu unterschreiben,2737  0d4013fe-8f07-4402-b514-e0ba68e147ec
0.0,1.0,,,die sak betont allerdings den wunsch vor allem über heikle geschäfte im voraus direkt informiert zu werden,die sak betont allerdings den wunsch vor allem über heikle geschäfte im voraus direkt informiert zu werden,1880  fef84e87-e227-46d8-bf31-0e7e38f79723
0.0,1.0,,,selbstverständlich bin ich als arzt sehr an einer optimalen behandlung von patientinnen und patienten interessiert und stehe voll hinter jeder nützlichen und sinnvollen abklärung und therapie,selbstverständlich bin ich als arzt sehr an einer optimalen behandlung von patientinnen und patienten interessiert und stehe voll hinter jeder nützlichen und sinnvollen abklärung und therapie,679  c2d385d0-8b2e-487a-b2e6-2bcce9c4e731
0.0,1.0,,,es macht keinen sinn und es wäre auch ineffizient wenn der kanton mit viel aufwand eine integrale kantonseigene umsetzung im sinne der motionäre anstreben würde,es macht keinen sinn und es wäre auch ineffizient wenn der kanton mit viel aufwand eine integrale kantonseigene umsetzung im sinne der motionäre anstreben würde,1752  5aa50e7e-368b-4b4a-aa10-cda2cdca845d
0.0,1.0,,,leider vermisst die svp im vorliegenden bericht genauere angaben zur zielgruppe sei es im sozialen und kulturellen umfeld sei es zu den gründen der schutzbedürftigkeit,leider vermisst die svp im vorliegenden bericht genauere angaben zur zielgruppe sei es im sozialen und kulturellen umfeld sei es zu den gründen der schutzbedürftigkeit,1565  b03714da-75af-4de7-93fd-b2622b6a801d
0.0,1.0,,,aber das regenwasser das im waldboden versickert und gefiltert wird reicht bei weitem nicht aus um die täglichen bedürfnisse der wasserbezüger abzudecken,aber das regenwasser das im waldboden versickert und gefiltert wird reicht bei weitem nicht aus um die täglichen bedürfnisse der wasserbezüger abzudecken,971  589cba80-9901-4155-8666-5e139d0cd82d
0.0,1.0,,,der regierungsrat hält aber an der auflösung der vereinbarung fest und zwar weil festgelegte qualitätskriterien nicht erfüllt wurden,der regierungsrat hält aber an der auflösung der vereinbarung fest und zwar weil festgelegte qualitätskriterien nicht erfüllt wurden,1253  a584fa84-a5ae-4549-a846-8511a26181e6
0.0,1.0,,,die fdpfraktion ist der auffassung dass wirkungsvolle und bedarfsgerechte massnahmen zur gesundheitsförderung von kindern und jugendlichen wichtig sind,die fdpfraktion ist der auffassung dass wirkungsvolle und bedarfsgerechte massnahmen zur gesundheitsförderung von kindern und jugendlichen wichtig sind,2527  d08ca38a-dbe1-4752-814b-5c9463752448
0.0,1.0,,,werte grossrätinnen und grossräte die wichtigste rolle im integrationsprozess spielen die betroffenen menschen selbst,werte grossrätinnen und grossräte die wichtigste rolle im integrationsprozess spielen die betroffenen menschen selbst,1594  d86fe9a8-215a-40b6-9a31-333f8a93841c
0.0,1.0,,,aus diesen gründen wird die svpfraktion der ersten planungserklärung zum leitsatz 1 sowie der zweiten planungserklärung zum leitsatz 2 einstimmig zustimmen,aus diesen gründen wird die svpfraktion der ersten planungserklärung zum leitsatz 1 sowie der zweiten planungserklärung zum leitsatz 2 einstimmig zustimmen,2413  17cff321-32a1-45ec-9544-c9355c3cd901
0.0,1.0,,,die heiklen vertraulichen und speziellen informationen über personen kann man aber nicht in einer hauruckübung an andere weitergeben,die heiklen vertraulichen und speziellen informationen über personen kann man aber nicht in einer hauruckübung an andere weitergeben,2787  be20ed58-deba-4427-be67-2a1cebce58d2
0.0,1.0,,,diese forderung ist aus unserer sicht sinnvoll weil sie die soziale wirksamkeit der prämienverbilligungen verbessert und stabilisiert,diese forderung ist aus unserer sicht sinnvoll weil sie die soziale wirksamkeit der prämienverbilligungen verbessert und stabilisiert,664  61f12c8a-5f24-4b16-8dfa-a3358fc4665a
0.0,1.0,,,eine umsetzung der forderung hätte für den kanton bern massive finanzielle mehrbelastungen zur folge die schlicht nicht tragbar sind,eine umsetzung der forderung hätte für den kanton bern massive finanzielle mehrbelastungen zur folge die schlicht nicht tragbar sind,1009  0b06da58-2209-455a-845c-121c5017512f
0.0,1.0,,,als wirtschaftsliberale fraktion ist die bdp selbstverständlich nicht abgeneigt die stossrichtung des motionärs zu unterstützen,als wirtschaftsliberale fraktion ist die bdp selbstverständlich nicht abgeneigt die stossrichtung des motionärs zu unterstützen,478  ff71b7b7-42e4-4d21-b2ee-1c93b02c3f49
0.0,1.0,,,die spjusopsafraktion unterstützt die vorgeschlagenen indirekten massnahmen des regierungsrates ausdrücklich und nimmt den bericht zur kenntnis,die spjusopsafraktion unterstützt die vorgeschlagenen indirekten massnahmen des regierungsrates ausdrücklich und nimmt den bericht zur kenntnis,2405  72ac8838-a1e4-4d66-b7ab-44f89ed0ecbe
0.0,1.0,,,eine erfolgreiche anerkennung und integration steht und fällt mit klaren kriterien die erfüllt werden müssen,eine erfolgreiche anerkennung und integration steht und fällt mit klaren kriterien die erfüllt werden müssen,982  50685320-af5d-409a-ad20-2c47118c5782
0.0,1.0,,,die zuständigen behörden des bundes und unsere eidgenössischen gerichte haben diese asylanträge intensiv geprüft,die zuständigen behörden des bundes und unsere eidgenössischen gerichte haben diese asylanträge intensiv geprüft,3100  d6d12ca5-fb44-4a76-9de2-b62a9819b595
0.0,1.0,,,ziel der sozialhilfe ist es ja die selbstständigkeit zu fördern um die gesellschaftliche integration der bedürftigen zu verbessern,ziel der sozialhilfe ist es ja die selbstständigkeit zu fördern um die gesellschaftliche integration der bedürftigen zu verbessern,1155  59646f48-f16a-4024-9622-7a49a3fa60fc
0.0,1.0,,,die spjusopsafraktion findet die schaffung einer geschäftsstelle digitale verwaltung richtig und nötig,die spjusopsafraktion findet die schaffung einer geschäftsstelle digitale verwaltung richtig und nötig,734  f44e97e5-c225-40f7-84c7-35e339be98f1
0.0,1.0,,,trotz sympathien lehnt die mehrheit der fraktion die motion imboden in punkt 1 vor allem aus finanziellen erwägungen ab,trotz sympathien lehnt die mehrheit der fraktion die motion imboden in punkt 1 vor allem aus finanziellen erwägungen ab,1621  dbc9f4b6-a48e-4340-9d1d-2ed4430eef07
0.0,1.0,,,der bericht geht in einem ausblick auf fünf schwerpunkte in den aussenbeziehungen des kantons bern für das laufende jahr ein,der bericht geht in einem ausblick auf fünf schwerpunkte in den aussenbeziehungen des kantons bern für das laufende jahr ein,847  8b722ec2-c3f2-4752-9334-9d3de1f9717e
0.0,1.0,,,die svpfraktion hat sich mit diesem geschäft auch auseinandergesetzt und wir werden dem verpflichtungskredit einstimmig zustimmen,die svpfraktion hat sich mit diesem geschäft auch auseinandergesetzt und wir werden dem verpflichtungskredit einstimmig zustimmen,475  e3492244-fb70-4785-9e1f-5a01083a4044
0.0,1.0,,,die stundenansätze sind übrigens in den randregionen in der regel tiefer als in der stadt und in den agglomerationen,die stundenansätze sind übrigens in den randregionen in der regel tiefer als in der stadt und in den agglomerationen,2525  424fd91e-9057-468f-b691-40e7a0dcdc78
0.0,1.0,,,ich helfe auch mit dass wir die echten asylanten sofort in die wirtschaft integrieren können,ich helfe auch mit dass wir die echten asylanten sofort in die wirtschaft integrieren können,2029  5b8296c5-0a81-4729-8682-ec4f6e571c3b
0.0,1.0,,,für die politik stellt sich hier die grundsatzfrage ob der staat eingreifen soll um die medienvielfalt im kanton zu sichern,für die politik stellt sich hier die grundsatzfrage ob der staat eingreifen soll um die medienvielfalt im kanton zu sichern,262  4be9e07e-bbe9-469e-ac56-0bfd78dd14c0
0.0,1.0,,,die motionärinnen und motionäre wollen mit ihrem vorstoss gesetzliche grundlagen schaffen um dem vermeintlichen leerwohnungsbestand herr zu werden,die motionärinnen und motionäre wollen mit ihrem vorstoss gesetzliche grundlagen schaffen um dem vermeintlichen leerwohnungsbestand herr zu werden,2623  6c6f2afa-6e3c-480e-94a7-579854560669
0.0,1.0,,,der rückweisungsantrag köpfli verlangt nichts anderes als eine vollständige trennung zwischen kirche und staat,der rückweisungsantrag köpfli verlangt nichts anderes als eine vollständige trennung zwischen kirche und staat,1129  2f22f660-868e-47cf-809a-854aae1d5256
0.0,1.0,,,auf der anderen seite muss man sich fragen ob man diesen ärzten nicht auch eine gewisse mündigkeit attestieren sollte,auf der anderen seite muss man sich fragen ob man diesen ärzten nicht auch eine gewisse mündigkeit attestieren sollte,3180  03c3e416-d517-4cea-b44a-f89e6ba4dba9
0.0,1.0,,,wir glauben dass die randregionen weiterhin bedient werden und die preise nur in vernünftigem mass ansteigen werden,wir glauben dass die randregionen weiterhin bedient werden und die preise nur in vernünftigem mass ansteigen werden,2299  814cbd66-7c57-442b-8368-84652ee4d4db
0.0,1.0,,,deshalb beurteilt die fdpfraktion die ziffern 1 und 3 gleich wie der regierungsrat und lehnt sie ab,deshalb beurteilt die fdpfraktion die ziffern 1 und 3 gleich wie der regierungsrat und lehnt sie ab,514  bbc094b4-3c0e-49b6-a81d-96e693b24e3d
0.0,1.0,,,im vorliegenden gesetz werden die notwendigen verfahrensschritte auf kommunaler kantonaler und eidgenössischer ebene bestimmt,im vorliegenden gesetz werden die notwendigen verfahrensschritte auf kommunaler kantonaler und eidgenössischer ebene bestimmt,579  a6856f27-45d0-4c0b-b90c-8a74f979161d
0.0,1.0,,,zusammenfassend muss man sagen dass ein bericht nichts zur geforderten beseitigung des anreizsystems beitragen würde,zusammenfassend muss man sagen dass ein bericht nichts zur geforderten beseitigung des anreizsystems beitragen würde,220  56882c47-bfb9-43b2-be6a-946c68927532
0.0,1.0,,,ich verweise auf den bericht der interkantonalen arbeitsgruppe von märz 2019 und auf die haltung der regierung zu den empfehlungen,ich verweise auf den bericht der interkantonalen arbeitsgruppe von märz 2019 und auf die haltung der regierung zu den empfehlungen,2160  39141d6e-956c-49b9-909f-9ac4231fef8e
0.0,1.0,,,diesem wunsch will der staatsschreiber nachkommen,diesem wunsch will der staatsschreiber nachkommen,2834  e2929237-7cf1-4c5e-88db-0d515a7f594e
0.0,1.0,,,der fall clavaleyres ist auch in keiner art und weise vergleichbar mit der situation im berner jura,der fall clavaleyres ist auch in keiner art und weise vergleichbar mit der situation im berner jura,1089  9b5d28ff-b279-422e-8b9b-f55cae6f3dbe
0.0,1.0,,,die kommission stimmt dem antrag grossmehrheitlich zu und beantragt dem rat dieser empfehlung zu folgen,die kommission stimmt dem antrag grossmehrheitlich zu und beantragt dem rat dieser empfehlung zu folgen,2776  fd965a59-5f39-4ede-a2d9-d2f055ee5f89
0.0,1.0,,,dieser befindet sich unmittelbar hinter der hauptstrasse in brienz,dieser befindet sich unmittelbar hinter der hauptstrasse in brienz,1317  6f97681c-f4a3-44bc-8c8f-4acc04ac7d98
0.0,1.0,,,die fdpfraktion empfiehlt ihnen der haltung der regierung zu folgen,die fdpfraktion empfiehlt ihnen der haltung der regierung zu folgen,790  b2260899-d855-453b-b3e2-8ce4c67d2434
0.0,1.0,,,die evpfraktion stimmt dieser motion mehrheitlich zu,die evpfraktion stimmt dieser motion mehrheitlich zu,2129  3a3abbbf-c4c9-48c2-9178-e62b284688e3
0.0,1.0,,,aktuell besteht aber noch eine teilnahmerate von 48 prozent,aktuell besteht aber noch eine teilnahmerate von 48 prozent,1833  3b428512-8434-40d2-9195-b6f117f7fa8d
0.0,1.0,,,alle möglichen und unmöglichen varianten sind geprüft und wieder verworfen worden,alle möglichen und unmöglichen varianten sind geprüft und wieder verworfen worden,2265  eec4af4f-aaee-4133-be48-6e1c4ea86060
0.0,1.0,,,wenn er zum zahnarzt will kann er das auch noch über die sozialhilfe finanzieren,wenn er zum zahnarzt will kann er das auch noch über die sozialhilfe finanzieren,270  7971c216-3441-4c69-a005-7b0c72d70aff
0.0,1.0,,,die svp lehnt beide motionen als motionen und als postulat ab,die svp lehnt beide motionen als motionen und als postulat ab,642  3b03acaa-ed08-4824-8e59-cf428f61c3ff
0.0,1.0,,,es liegt uns besonders am herzen dass wir zu diesen werten sorge tragen,es liegt uns besonders am herzen dass wir zu diesen werten sorge tragen,394  f062ff1f-4500-498c-af85-ddb8d3565acb
0.0,1.0,,,mit dem kanton jura soll der kantonswechsel von moutier verhandelt werden,mit dem kanton jura soll der kantonswechsel von moutier verhandelt werden,3231  c0eff80b-7c5c-4196-a5b2-09e2cbb5fbfe
0.0,1.0,,,zusammenfassend kann man eigentlich sagen sportlerherz gegen kopfmenschen,zusammenfassend kann man eigentlich sagen sportlerherz gegen kopfmenschen,2478  9e1547be-f811-447f-897b-ba5ccdb37e41
0.0,1.0,,,für mich und mehrere mitglieder der fraktion sind andere aspekte wichtig,für mich und mehrere mitglieder der fraktion sind andere aspekte wichtig,1018  c5a182e1-abc7-4c8d-ac87-2fb5951ebd4a
0.0,1.0,,,ich danke ihnen für die unterstützung und bin froh wenn man die abschreibung nicht bewilligt,ich danke ihnen für die unterstützung und bin froh wenn man die abschreibung nicht bewilligt,1440  930f7e93-94b5-4412-8dea-7dae8d22b682
0.0,1.0,,,asylmissbrauch ist ein ernsthaftes problem für unsere gesellschaft,asylmissbrauch ist ein ernsthaftes problem für unsere gesellschaft,1670  4b3a51cd-76d5-4a2c-8fa4-b4783f26d749
0.0,1.0,,,es geht um personen die einen rechtskräftigen ausweisungsentscheid erhalten haben,es geht um personen die einen rechtskräftigen ausweisungsentscheid erhalten haben,2632  ebd4a900-be9c-4924-b23f-630470ec31b1
0.0,1.0,,,die entscheide über gastgewerbegesuche sind keine politische angelegenheit,die entscheide über gastgewerbegesuche sind keine politische angelegenheit,1327  c80efb0f-fe0a-4a48-8dee-43b34e22cad6
0.0,1.0,,,die regierung ist bereit sich dieser problematik anzunehmen,die regierung ist bereit sich dieser problematik anzunehmen,2481  069b2fce-8809-499d-ad0e-d5deb09759aa
0.0,1.0,,,hier sind unsere wurzeln hier liegt unsere identität,hier sind unsere wurzeln hier liegt unsere identität,492  77960ea4-b935-4dc5-950b-d4f01ab5e244
0.0,1.0,,,die spjusopsafraktion ist mit der regierung einverstanden,die spjusopsafraktion ist mit der regierung einverstanden,380  9c0b4de7-34ae-44ea-882a-01ce646531a2
0.0,1.0,,,sie tragen die verantwortung für eine regelmässige reinigung,sie tragen die verantwortung für eine regelmässige reinigung,2743  e55fc680-ec4d-4ed2-ba74-d97a00ce5171
0.0,1.0,,,die zwei anträge lösen keine weiteren handlungen aus,die zwei anträge lösen keine weiteren handlungen aus,694  615bb048-c09f-45d1-870d-f6576d713375
0.0,1.0,,,aus diesem grund ist die motion anzunehmen und nicht abzuschreiben,aus diesem grund ist die motion anzunehmen und nicht abzuschreiben,1787  ab80cba6-03ee-4378-be6e-fad64dad8f18
0.0,1.0,,,wir unterstützen den regierungsrat respektive die kommissionsmehrheit,wir unterstützen den regierungsrat respektive die kommissionsmehrheit,1492  7a8de0ac-02dc-4f01-9e21-e219b56bbd03
0.0,1.0,,,wir gehen davon aus dass sich mehrere kantone nicht anschliessen werden,wir gehen davon aus dass sich mehrere kantone nicht anschliessen werden,1816  3fdd8830-d0ce-4499-a83c-af32dae0a948
0.0,1.0,,,deshalb brauchen wir grundsätzlich keinen solchen vorstoss,deshalb brauchen wir grundsätzlich keinen solchen vorstoss,2419  ce3678fa-3644-4c1d-8ecd-a424ace207eb
