id	target_txt	checkpoint	prediction
892  common_voice_sv-SE_19589169	Can you believe it?	1000	You can have candy!
892  common_voice_sv-SE_19589169	Can you believe it?	500	That’s not what?
213  common_voice_sv-SE_18748676	Apparently not.	-	-
213  common_voice_sv-SE_18748676	Apparently not.	250	You don’t know.
213  common_voice_sv-SE_18748676	Apparently not.	50	I I tous the the the the the athe the the the.
213  common_voice_sv-SE_18748676	Apparently not.	1250	Look at my arm.
213  common_voice_sv-SE_18748676	Apparently not.	750	Do you really want to do now?
213  common_voice_sv-SE_18748676	Apparently not.	1000	Look what happened!
213  common_voice_sv-SE_18748676	Apparently not.	500	What are you going to do now?
1015  common_voice_sv-SE_18854188	Another message.	-	-
1015  common_voice_sv-SE_18854188	Another message.	250	What are you going?
1015  common_voice_sv-SE_18854188	Another message.	50	I I an’the the the the the the athe the the.
1015  common_voice_sv-SE_18854188	Another message.	1250	He can’t eat that!
1015  common_voice_sv-SE_18854188	Another message.	750	You can only carry her.
1015  common_voice_sv-SE_18854188	Another message.	1000	You can only carry her.
1015  common_voice_sv-SE_18854188	Another message.	500	What are you doing here?
59  common_voice_sv-SE_19071112	Come on, let's go!	-	-
59  common_voice_sv-SE_19071112	Come on, let's go!	250	What do you know that?
59  common_voice_sv-SE_19071112	Come on, let's go!	50	I I tous the the the the the athe the the the.
59  common_voice_sv-SE_19071112	Come on, let's go!	1250	Don’t come happen.
59  common_voice_sv-SE_19071112	Come on, let's go!	750	Do you have a solid like that?
59  common_voice_sv-SE_19071112	Come on, let's go!	1000	Don’t make it up.
59  common_voice_sv-SE_19071112	Come on, let's go!	500	What are you doing here now?
692  common_voice_sv-SE_19758160	Just ask nicely.	-	-
692  common_voice_sv-SE_19758160	Just ask nicely.	250	What are you going?
692  common_voice_sv-SE_19758160	Just ask nicely.	50	I I an’the the the the the the athe the the.
692  common_voice_sv-SE_19758160	Just ask nicely.	1250	Come on, damn it!
692  common_voice_sv-SE_19758160	Just ask nicely.	750	Is this the house?
692  common_voice_sv-SE_19758160	Just ask nicely.	1000	Look what happened!
692  common_voice_sv-SE_19758160	Just ask nicely.	500	What are you going to do?
1485  common_voice_sv-SE_18847651	Should I turn on the TV for you?	-	-
1485  common_voice_sv-SE_18847651	Should I turn on the TV for you?	250	Why do you know that?
1485  common_voice_sv-SE_18847651	Should I turn on the TV for you?	50	You an’the the the the the the athe the the athe the the.
1485  common_voice_sv-SE_18847651	Should I turn on the TV for you?	1250	That’s not true.
1485  common_voice_sv-SE_18847651	Should I turn on the TV for you?	750	How many weddings are there every year?
1485  common_voice_sv-SE_18847651	Should I turn on the TV for you?	1000	She is not social.
1485  common_voice_sv-SE_18847651	Should I turn on the TV for you?	500	What are you going to do now?
1252  common_voice_sv-SE_18774967	And it probably hurts you.	-	-
1252  common_voice_sv-SE_18774967	And it probably hurts you.	250	We have to going to that.
1252  common_voice_sv-SE_18774967	And it probably hurts you.	50	I I tous the athe the the the the the the athe the the the.
1252  common_voice_sv-SE_18774967	And it probably hurts you.	1250	Come on, let’s leave.
1252  common_voice_sv-SE_18774967	And it probably hurts you.	750	Do you want to buy jeans?
1252  common_voice_sv-SE_18774967	And it probably hurts you.	1000	Come on, let’s leave.
1252  common_voice_sv-SE_18774967	And it probably hurts you.	500	You don’t want to get up.
1430  common_voice_sv-SE_20021643	What now?	-	-
1430  common_voice_sv-SE_20021643	What now?	250	What are you going?
1430  common_voice_sv-SE_20021643	What now?	50	I I an’t tous the the the.
1430  common_voice_sv-SE_20021643	What now?	1250	What do I want?
1430  common_voice_sv-SE_20021643	What now?	750	I will let you know.
1430  common_voice_sv-SE_20021643	What now?	1000	What was it?
1430  common_voice_sv-SE_20021643	What now?	500	What are you doing?
385  common_voice_sv-SE_18736941	They’re just figs.	-	-
385  common_voice_sv-SE_18736941	They’re just figs.	250	What are you going?
385  common_voice_sv-SE_18736941	They’re just figs.	50	I I an’the the the the the the the the the.
385  common_voice_sv-SE_18736941	They’re just figs.	1250	Let’s sleep now.
385  common_voice_sv-SE_18736941	They’re just figs.	750	I don’t know what he’s doing.
385  common_voice_sv-SE_18736941	They’re just figs.	1000	Don’t count me in.
385  common_voice_sv-SE_18736941	They’re just figs.	500	What are you doing here?
1163  common_voice_sv-SE_18780622	You are so crazy.	-	-
1163  common_voice_sv-SE_18780622	You are so crazy.	250	What do you know that?
1163  common_voice_sv-SE_18780622	You are so crazy.	50	I I atous tous the the the the athe the the athe the the.
1163  common_voice_sv-SE_18780622	You are so crazy.	1250	We need to go.
1163  common_voice_sv-SE_18780622	You are so crazy.	750	That is my wife.
1163  common_voice_sv-SE_18780622	You are so crazy.	1000	Damn, that is the police.
1163  common_voice_sv-SE_18780622	You are so crazy.	500	What are you doing?
1159  common_voice_sv-SE_18780616	Can you open it?	-	-
1159  common_voice_sv-SE_18780616	Can you open it?	250	What are you going?
1159  common_voice_sv-SE_18780616	Can you open it?	50	I I atous tous the the tous the the the the athe the.
1159  common_voice_sv-SE_18780616	Can you open it?	1250	Come on, let’s leave.
1159  common_voice_sv-SE_18780616	Can you open it?	750	Come on, let’s leave.
1159  common_voice_sv-SE_18780616	Can you open it?	1000	Do you want in?
1159  common_voice_sv-SE_18780616	Can you open it?	500	What are you doing here?
1246  common_voice_sv-SE_18770484	That is what I want.	-	-
1246  common_voice_sv-SE_18770484	That is what I want.	250	What doesn’t that want to that.
1246  common_voice_sv-SE_18770484	That is what I want.	50	You an’the the the the the the athe the the atoure athe the be be be be boure bere the cathe the be the cathe be athe be be berere berere berere bererere be bere berere be s.
1246  common_voice_sv-SE_18770484	That is what I want.	1250	Come on, let’s leave.
1246  common_voice_sv-SE_18770484	That is what I want.	750	Can you get the phone out for me?
1246  common_voice_sv-SE_18770484	That is what I want.	1000	Can you get the phone out for me?
1246  common_voice_sv-SE_18770484	That is what I want.	500	What are you going to do now?
647  common_voice_sv-SE_18754023	It was nice.	-	-
647  common_voice_sv-SE_18754023	It was nice.	250	What are you going?
647  common_voice_sv-SE_18754023	It was nice.	50	You anou the the the the.
647  common_voice_sv-SE_18754023	It was nice.	1250	Where are you going?
647  common_voice_sv-SE_18754023	It was nice.	750	Do you have a something?
647  common_voice_sv-SE_18754023	It was nice.	1000	And live well.
647  common_voice_sv-SE_18754023	It was nice.	500	It could be a what.
1141  common_voice_sv-SE_18746552	Where is the dude?	-	-
1141  common_voice_sv-SE_18746552	Where is the dude?	250	What do you know that?
1141  common_voice_sv-SE_18746552	Where is the dude?	50	I I atous the the the the the athe the the atous.
1141  common_voice_sv-SE_18746552	Where is the dude?	1250	Maybe we should redeem it.
1141  common_voice_sv-SE_18746552	Where is the dude?	750	But we don’t have lines.
1141  common_voice_sv-SE_18746552	Where is the dude?	1000	What is this mad?
1141  common_voice_sv-SE_18746552	Where is the dude?	500	What are you going to do now?
1229  common_voice_sv-SE_18770445	But do it quickly.	-	-
1229  common_voice_sv-SE_18770445	But do it quickly.	250	What are you going?
1229  common_voice_sv-SE_18770445	But do it quickly.	50	I I atous tous the the the the athe the the athe.
1229  common_voice_sv-SE_18770445	But do it quickly.	1250	Don’t count me in.
1229  common_voice_sv-SE_18770445	But do it quickly.	750	You can leave now.
1229  common_voice_sv-SE_18770445	But do it quickly.	1000	You can die for it.
1229  common_voice_sv-SE_18770445	But do it quickly.	500	What are you doing here?
1130  common_voice_sv-SE_18746513	I am sorry, okay?	-	-
1130  common_voice_sv-SE_18746513	I am sorry, okay?	250	What do you know that?
1130  common_voice_sv-SE_18746513	I am sorry, okay?	50	Whe athe the the athe the the athe the.
1130  common_voice_sv-SE_18746513	I am sorry, okay?	1250	Come on, let’s leave.
1130  common_voice_sv-SE_18746513	I am sorry, okay?	750	Come on, let’s leave.
1130  common_voice_sv-SE_18746513	I am sorry, okay?	1000	Can you get the phone?
1130  common_voice_sv-SE_18746513	I am sorry, okay?	500	What are you doing here?
1575  common_voice_sv-SE_18858772	Do you see how you’re talking to me?	-	-
1575  common_voice_sv-SE_18858772	Do you see how you’re talking to me?	250	Why do you know that?
1575  common_voice_sv-SE_18858772	Do you see how you’re talking to me?	50	You an’the the the the the.
1575  common_voice_sv-SE_18858772	Do you see how you’re talking to me?	1250	Listen, we cannot wait.
1575  common_voice_sv-SE_18858772	Do you see how you’re talking to me?	750	Should we go out tonight and party?
1575  common_voice_sv-SE_18858772	Do you see how you’re talking to me?	1000	Listen to the signals!
1575  common_voice_sv-SE_18858772	Do you see how you’re talking to me?	500	What are you going to do now?
1260  common_voice_sv-SE_18774992	Dead or alive.	-	-
1260  common_voice_sv-SE_18774992	Dead or alive.	250	What doesn’t want to that.
1260  common_voice_sv-SE_18774992	Dead or alive.	50	I I an’the toure the the the athe the the athe the athe there the the be athe che the thathe the be be the be the thathe be berere be bere berere bererere berere bererere s.
1260  common_voice_sv-SE_18774992	Dead or alive.	1250	Please leave us not that.
1260  common_voice_sv-SE_18774992	Dead or alive.	750	I have not been seeking attention.
1260  common_voice_sv-SE_18774992	Dead or alive.	1000	No, I want to go.
1260  common_voice_sv-SE_18774992	Dead or alive.	500	What are you going to do now, mom?
1195  common_voice_sv-SE_18780679	Why would they?	-	-
1195  common_voice_sv-SE_18780679	Why would they?	250	What do you know that?
1195  common_voice_sv-SE_18780679	Why would they?	50	I I atous the the the the the athe the the athe the athe athe the the be be there the thathe the be the be bere athathathe bererere bererererere bererere bererere berere.
1195  common_voice_sv-SE_18780679	Why would they?	1250	Don’t count me in.
1195  common_voice_sv-SE_18780679	Why would they?	750	But if you fail we will do it.
1195  common_voice_sv-SE_18780679	Why would they?	1000	Do you have a solid line?
1195  common_voice_sv-SE_18780679	Why would they?	500	What are you going to do now?
1228  common_voice_sv-SE_18770444	I hope you understand.	-	-
1228  common_voice_sv-SE_18770444	I hope you understand.	250	What doesn’t that want to that.
1228  common_voice_sv-SE_18770444	I hope you understand.	50	You an’the the the the the the athe the the athe the be athere the be be boure che the athe the be be the be the athathe be berere thererererere bererere bererere berere s s.
1228  common_voice_sv-SE_18770444	I hope you understand.	1250	What the hell are you doing?
1228  common_voice_sv-SE_18770444	I hope you understand.	750	I have a suite in the penthouse.
1228  common_voice_sv-SE_18770444	I hope you understand.	1000	You know the president is coming?
1228  common_voice_sv-SE_18770444	I hope you understand.	500	What are you going to do now?
1127  common_voice_sv-SE_18746500	You were my best friend.	-	-
1127  common_voice_sv-SE_18746500	You were my best friend.	250	What doesn’t want to that.
1127  common_voice_sv-SE_18746500	You were my best friend.	50	You an’the the the the the the athe the the atoure the the.
1127  common_voice_sv-SE_18746500	You were my best friend.	1250	Come on, let’s leave.
1127  common_voice_sv-SE_18746500	You were my best friend.	750	I looked like you have been doing.
1127  common_voice_sv-SE_18746500	You were my best friend.	1000	Because I insulted your friend?
1127  common_voice_sv-SE_18746500	You were my best friend.	500	What are you going to do now?
1237  common_voice_sv-SE_18770459	I don’t like it.	-	-
1237  common_voice_sv-SE_18770459	I don’t like it.	250	What do you know that?
1237  common_voice_sv-SE_18770459	I don’t like it.	50	You an’the the the the the the athe the the athe the the.
1237  common_voice_sv-SE_18770459	I don’t like it.	1250	Come on, let’s leave.
1237  common_voice_sv-SE_18770459	I don’t like it.	750	I do not know about that.
1237  common_voice_sv-SE_18770459	I don’t like it.	1000	Do not leave us in the dark.
1237  common_voice_sv-SE_18770459	I don’t like it.	500	What are you going to do now?
1220  common_voice_sv-SE_18770436	Nice and easy.	-	-
1220  common_voice_sv-SE_18770436	Nice and easy.	250	What are you going?
1220  common_voice_sv-SE_18770436	Nice and easy.	50	I I an’the tous the the the athe the the the atoure athe there the be the therere the the the the be the berere atherere be berere bererererere therererererere.
1220  common_voice_sv-SE_18770436	Nice and easy.	1250	Come on, let’s leave.
1220  common_voice_sv-SE_18770436	Nice and easy.	750	I will check that.
1220  common_voice_sv-SE_18770436	Nice and easy.	1000	You can only carry her.
1220  common_voice_sv-SE_18770436	Nice and easy.	500	What are you doing here?
1293  common_voice_sv-SE_18775025	Your are welcome, dear.	-	-
